Is rhizomelic chondrodysplasia punctata inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for rhizomelic chondrodysplasia punctata ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) ring chromosome 14 syndrome ?,Ring chromosome 14 syndrome is a condition characterized by seizures and intellectual disability. 
How many people are affected by ring chromosome 14 syndrome ?,Ring chromosome 14 syndrome appears to be a rare condition.
What are the genetic changes related to ring chromosome 14 syndrome ?,Ring chromosome 14 syndrome is caused by a chromosomal abnormality.
Is ring chromosome 14 syndrome inherited ?,Ring chromosome 14 syndrome is almost never inherited.
What is (are) ring chromosome 20 syndrome ?,Ring chromosome 20 syndrome is a condition that affects the normal development and function of the brain. 
How many people are affected by ring chromosome 20 syndrome ?,"Ring chromosome 20 syndrome appears to be a rare condition, although its prevalence is unknown."
What are the genetic changes related to ring chromosome 20 syndrome ?,Ring chromosome 20 syndrome is caused by a chromosomal abnormality known as a ring chromosome 20 or r(20). 
Is ring chromosome 20 syndrome inherited ?,Ring chromosome 20 syndrome is almost never inherited.
What are the treatments for ring chromosome 20 syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) rippling muscle disease ?,Rippling muscle disease is a condition in which the muscles are unusually sensitive to movement or pressure. 
How many people are affected by rippling muscle disease ?,The prevalence of rippling muscle disease is unknown.
What are the genetic changes related to rippling muscle disease ?,Rippling muscle disease can be caused by mutations in the CAV3 gene.
Is rippling muscle disease inherited ?,Rippling muscle disease is usually inherited in an autosomal dominant pattern.
What is (are) Roberts syndrome ?,Roberts syndrome is a genetic disorder characterized by limb and facial abnormalities. 
What are the genetic changes related to Roberts syndrome ?,Mutations in the ESCO2 gene cause Roberts syndrome. 
Is Roberts syndrome inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Roberts syndrome ?,"Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care"""
What is (are) Robinow syndrome ?,"Robinow syndrome is a rare disorder that affects the development of many parts of the body, particularly the bones. "
How many people are affected by Robinow syndrome ?,Both the autosomal recessive and autosomal dominant forms of Robinow syndrome are rare. 
Is Robinow syndrome inherited ?,"As discussed above, Robinow syndrome can have either an autosomal recessive."
What are the treatments for Robinow syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
How many people are affected by Rothmund-Thomson syndrome ?,Rothmund-Thomson syndrome is a rare disorder; its incidence is unknown. 
What are the genetic changes related to Rothmund-Thomson syndrome ?,Mutations in the RECQL4 gene cause about two-thirds of all cases of Rothmund-Thomson syndrome.
Is Rothmund-Thomson syndrome inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Rothmund-Thomson syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Rotor syndrome ?,Rotor syndrome is a relatively mild condition characterized by elevated levels of a substance called bilirubin in the blood. 
How many people are affected by Rotor syndrome ?,"Rotor syndrome is a rare condition, although its prevalence is unknown."
What are the genetic changes related to Rotor syndrome ?,The SLCO1B1 and SLCO1B3 genes are involved in Rotor syndrome.
Is Rotor syndrome inherited ?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for Rotor syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Rubinstein-Taybi syndrome ?,"Condition characterized by short stature, moderate to severe intellectual disability. "
How many people are affected by Rubinstein-Taybi syndrome ?,"This condition is uncommon; it occurs in an estimated 1 in 100,000 to 125,000 newborns."
What are the genetic changes related to Rubinstein-Taybi syndrome ?,Mutations in the CREBBP gene are responsible for some cases of Rubinstein-Taybi syndrome. 
Is Rubinstein-Taybi syndrome inherited ?,This condition is considered to have an autosomal dominant pattern of inheritance.
What are the treatments for Rubinstein-Taybi syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Russell-Silver syndrome ?,Russell-Silver syndrome is a growth disorder characterized by slow growth before and after birth. 
How many people are affected by Russell-Silver syndrome ?,The exact incidence of Russell-Silver syndrome is unknown.
What are the genetic changes related to Russell-Silver syndrome ?,The genetic causes of Russell-Silver syndrome are complex. 
Is Russell-Silver syndrome inherited ?,Most cases of Russell-Silver syndrome are sporadic.
What are the treatments for Russell-Silver syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) SADDAN ?,"SADDAN is a rare disorder of bone growth characterized by skeletal, brain, and skin abnormalities.  "
How many people are affected by SADDAN ?,This disorder is very rare.
What are the genetic changes related to SADDAN ?,Mutations in the FGFR3 gene cause SADDAN. 
What are the treatments for SADDAN ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Saethre-Chotzen syndrome ?,Saethre-Chotzen syndrome is a genetic condition characterized by the premature fusion of certain skull bones. 
How many people are affected by Saethre-Chotzen syndrome ?,"Saethre-Chotzen syndrome has an estimated prevalence of 1 in 25,000 to 50,000 people."
What are the genetic changes related to Saethre-Chotzen syndrome ?,Mutations in the TWIST1 gene cause Saethre-Chotzen syndrome. 
Is Saethre-Chotzen syndrome inherited ?,This condition is inherited in an autosomal dominant pattern.
What are the treatments for Saethre-Chotzen syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Salih myopathy ?,"Inherited muscle disease that affects the skeletal muscles, which are used for movement, and the heart muscle. "
How many people are affected by Salih myopathy ?,Salih myopathy appears to be a rare disorder.
What are the genetic changes related to Salih myopathy ?,Salih myopathy is caused by mutations in the TTN gene. 
Is Salih myopathy inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Salih myopathy ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Sandhoff disease ?,Rare inherited disorder that progressively destroys nerve cells in the brain and spinal cord. 
How many people are affected by Sandhoff disease ?,Sandhoff disease is a rare disorder; its frequency varies among populations. 
What are the genetic changes related to Sandhoff disease ?,Mutations in the HEXB gene cause Sandhoff disease. 
Is Sandhoff disease inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Sandhoff disease ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Schimke immuno-osseous dysplasia ?,"Condition characterized by short stature, kidney disease, and a weakened immune system. "
How many people are affected by Schimke immuno-osseous dysplasia ?,Schimke immuno-osseous dysplasia is a very rare condition. 
What are the genetic changes related to Schimke immuno-osseous dysplasia ?,Mutations in the SMARCAL1 gene increase the risk of Schimke immuno-osseous dysplasia. 
Is Schimke immuno-osseous dysplasia inherited ?,Mutations in the SMARCAL1 gene are inherited in an autosomal recessive pattern.
What are the treatments for Schimke immuno-osseous dysplasia ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Schindler disease ?,Schindler disease is an inherited disorder that primarily causes neurological problems. 
How many people are affected by Schindler disease ?,Schindler disease is very rare.
What are the genetic changes related to Schindler disease ?,Mutations in the NAGA gene cause Schindler disease.
Is Schindler disease inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Schindler disease ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Schinzel-Giedion syndrome ?,Schinzel-Giedion syndrome is a severe condition that is apparent at birth and affects many body systems. 
How many people are affected by Schinzel-Giedion syndrome ?,"Schinzel-Giedion syndrome is very rare, although the exact prevalence is unknown."
What are the genetic changes related to Schinzel-Giedion syndrome ?,Schinzel-Giedion syndrome is caused by mutations in the SETBP1 gene.
Is Schinzel-Giedion syndrome inherited ?,Schinzel-Giedion syndrome results from new mutations in the SETBP1 gene .
What are the treatments for Schinzel-Giedion syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Schwartz-Jampel syndrome ?,Rare condition characterized by permanent muscle stiffness and bone abnormalities known as chondrodysplasia. 
What are the genetic changes related to Schwartz-Jampel syndrome ?,Schwartz-Jampel syndrome is caused by mutations in the HSPG2 gene. 
Is Schwartz-Jampel syndrome inherited ?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for Schwartz-Jampel syndrome ?,Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care.
What is (are) Senior-Lken syndrome ?,"Rare disorder characterized by the combination of two specific features:nephronophthisis,Leber congenital amaurosis.  "
How many people are affected by Senior-Lken syndrome ?,Senior-Lken syndrome is a rare disorder.
